record_no,evidence_status,workflow,run_id,run_number,run_attempt,event,status,conclusion,created_at_utc,updated_at_utc,head_branch,head_sha,actor,job_id,job_name,failed_step_number,failed_step_name,first_actual_error,error_source,run_url,job_coordinate
54,VERIFIED_TRUE,Gatekeeper,30218762705,141,1,push,completed,failure,2026-07-26T20:20:31Z,2026-07-26T20:20:39Z,agent/open-source-upload-evidence-20260727,7b77a9b428365394c4255527ac8cdfb8a186c351,ky46738-ops,89837379114,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218762705,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218762705/job/89837379114
55,VERIFIED_TRUE,Python Package using Conda,30218762701,117,1,push,completed,failure,2026-07-26T20:20:31Z,2026-07-26T20:21:09Z,agent/open-source-upload-evidence-20260727,7b77a9b428365394c4255527ac8cdfb8a186c351,ky46738-ops,89837378965,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218762701,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218762701/job/89837378965
56,VERIFIED_TRUE,Python Package using Conda,30218763575,118,1,push,completed,failure,2026-07-26T20:20:32Z,2026-07-26T20:21:05Z,agent/open-source-upload-evidence-20260727,5240334fe50d96e67d6493c7fdffac5a35723205,ky46738-ops,89837381490,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218763575,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218763575/job/89837381490
57,VERIFIED_TRUE,Gatekeeper,30218763546,143,1,push,completed,failure,2026-07-26T20:20:32Z,2026-07-26T20:20:40Z,agent/open-source-upload-evidence-20260727,5240334fe50d96e67d6493c7fdffac5a35723205,ky46738-ops,89837381302,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218763546,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218763546/job/89837381302
58,VERIFIED_TRUE,Gatekeeper,30218763295,142,1,pull_request,completed,failure,2026-07-26T20:20:32Z,2026-07-26T20:20:42Z,agent/open-source-upload-evidence-20260727,7b77a9b428365394c4255527ac8cdfb8a186c351,ky46738-ops,89837380614,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218763295,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218763295/job/89837380614
59,VERIFIED_TRUE,PR #6,30218764036,101,1,dynamic,completed,success,2026-07-26T20:20:33Z,2026-07-26T20:21:27Z,refs/pull/6/head,5240334fe50d96e67d6493c7fdffac5a35723205,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218764036,
60,VERIFIED_TRUE,PR #6,30218764870,102,1,dynamic,completed,success,2026-07-26T20:20:34Z,2026-07-26T20:21:36Z,refs/pull/6/head,99556d106d25122af697a31edb1551cd9536d00b,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218764870,
61,VERIFIED_TRUE,Gatekeeper,30218764538,144,1,push,completed,failure,2026-07-26T20:20:34Z,2026-07-26T20:20:41Z,agent/open-source-upload-evidence-20260727,99556d106d25122af697a31edb1551cd9536d00b,ky46738-ops,89837384019,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218764538,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218764538/job/89837384019
62,VERIFIED_TRUE,Python Package using Conda,30218764529,119,1,push,completed,failure,2026-07-26T20:20:34Z,2026-07-26T20:21:12Z,agent/open-source-upload-evidence-20260727,99556d106d25122af697a31edb1551cd9536d00b,ky46738-ops,89837383986,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218764529,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218764529/job/89837383986
63,VERIFIED_TRUE,PR #6,30218765977,103,1,dynamic,completed,success,2026-07-26T20:20:36Z,2026-07-26T20:21:32Z,refs/pull/6/head,7276da946fffc1b997fc00b67df88d0e8539ae99,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218765977,
64,VERIFIED_TRUE,Gatekeeper,30218765558,145,1,push,completed,failure,2026-07-26T20:20:36Z,2026-07-26T20:20:47Z,agent/open-source-upload-evidence-20260727,7276da946fffc1b997fc00b67df88d0e8539ae99,ky46738-ops,89837386813,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218765558,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218765558/job/89837386813
65,VERIFIED_TRUE,Python Package using Conda,30218765553,120,1,push,completed,failure,2026-07-26T20:20:36Z,2026-07-26T20:21:03Z,agent/open-source-upload-evidence-20260727,7276da946fffc1b997fc00b67df88d0e8539ae99,ky46738-ops,89837386894,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218765553,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218765553/job/89837386894
66,VERIFIED_TRUE,Gatekeeper,30218766254,146,1,pull_request,completed,failure,2026-07-26T20:20:37Z,2026-07-26T20:20:45Z,agent/open-source-upload-evidence-20260727,7276da946fffc1b997fc00b67df88d0e8539ae99,ky46738-ops,89837388730,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218766254,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218766254/job/89837388730
67,VERIFIED_TRUE,PR #6,30218767057,104,1,dynamic,completed,success,2026-07-26T20:20:38Z,2026-07-26T20:21:31Z,refs/pull/6/head,12c84b20bfe430957c329f8b35d542b26a4fa2c6,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218767057,
68,VERIFIED_TRUE,Gatekeeper,30218766716,147,1,push,completed,failure,2026-07-26T20:20:38Z,2026-07-26T20:20:45Z,agent/open-source-upload-evidence-20260727,12c84b20bfe430957c329f8b35d542b26a4fa2c6,ky46738-ops,89837389971,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218766716,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218766716/job/89837389971
69,VERIFIED_TRUE,Python Package using Conda,30218766704,121,1,push,completed,failure,2026-07-26T20:20:38Z,2026-07-26T20:21:17Z,agent/open-source-upload-evidence-20260727,12c84b20bfe430957c329f8b35d542b26a4fa2c6,ky46738-ops,89837389957,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218766704,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218766704/job/89837389957
70,VERIFIED_TRUE,Python Package using Conda,30218767668,122,1,push,completed,failure,2026-07-26T20:20:39Z,2026-07-26T20:21:14Z,agent/open-source-upload-evidence-20260727,d9180cc1a8d9c45f0169e8a664deaccbf8821e9e,ky46738-ops,89837392672,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218767668,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218767668/job/89837392672
71,VERIFIED_TRUE,Gatekeeper,30218767666,148,1,push,completed,failure,2026-07-26T20:20:39Z,2026-07-26T20:20:47Z,agent/open-source-upload-evidence-20260727,d9180cc1a8d9c45f0169e8a664deaccbf8821e9e,ky46738-ops,89837392618,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218767666,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218767666/job/89837392618
72,VERIFIED_TRUE,PR #6,30218767987,105,1,dynamic,completed,success,2026-07-26T20:20:40Z,2026-07-26T20:21:32Z,refs/pull/6/head,d9180cc1a8d9c45f0169e8a664deaccbf8821e9e,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218767987,
73,VERIFIED_TRUE,Gatekeeper,30218768573,149,1,pull_request,completed,failure,2026-07-26T20:20:41Z,2026-07-26T20:20:51Z,agent/open-source-upload-evidence-20260727,d9180cc1a8d9c45f0169e8a664deaccbf8821e9e,ky46738-ops,89837394856,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218768573,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218768573/job/89837394856
74,VERIFIED_TRUE,Gatekeeper,30218769354,150,1,push,completed,failure,2026-07-26T20:20:42Z,2026-07-26T20:20:52Z,agent/open-source-upload-evidence-20260727,e8eea30befd3c51ef21c782d4d2cd20aead1aeda,ky46738-ops,89837396781,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218769354,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218769354/job/89837396781
75,VERIFIED_TRUE,Python Package using Conda,30218769338,123,1,push,completed,failure,2026-07-26T20:20:42Z,2026-07-26T20:21:16Z,agent/open-source-upload-evidence-20260727,e8eea30befd3c51ef21c782d4d2cd20aead1aeda,ky46738-ops,89837396864,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218769338,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218769338/job/89837396864
76,VERIFIED_TRUE,PR #6,30218769538,106,1,dynamic,completed,success,2026-07-26T20:20:43Z,2026-07-26T20:21:44Z,refs/pull/6/head,e8eea30befd3c51ef21c782d4d2cd20aead1aeda,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218769538,
77,VERIFIED_TRUE,PR #6,30218770711,107,1,dynamic,completed,success,2026-07-26T20:20:45Z,2026-07-26T20:21:43Z,refs/pull/6/head,514e2dfcd11a011d40c94593489ee68591f2e74d,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218770711,
78,VERIFIED_TRUE,Gatekeeper,30218770683,151,1,push,completed,failure,2026-07-26T20:20:45Z,2026-07-26T20:20:53Z,agent/open-source-upload-evidence-20260727,514e2dfcd11a011d40c94593489ee68591f2e74d,ky46738-ops,89837400370,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218770683,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218770683/job/89837400370
79,VERIFIED_TRUE,Python Package using Conda,30218770681,124,1,push,completed,failure,2026-07-26T20:20:45Z,2026-07-26T20:21:18Z,agent/open-source-upload-evidence-20260727,514e2dfcd11a011d40c94593489ee68591f2e74d,ky46738-ops,89837400238,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218770681,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218770681/job/89837400238
80,VERIFIED_TRUE,Python Package using Conda,30218771734,125,1,push,completed,failure,2026-07-26T20:20:46Z,2026-07-26T20:21:16Z,agent/open-source-upload-evidence-20260727,ae711117721c39bba81af7cbe3a782b551001012,ky46738-ops,89837402749,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218771734,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218771734/job/89837402749
81,VERIFIED_TRUE,Gatekeeper,30218771727,153,1,push,completed,failure,2026-07-26T20:20:46Z,2026-07-26T20:20:57Z,agent/open-source-upload-evidence-20260727,ae711117721c39bba81af7cbe3a782b551001012,ky46738-ops,89837402742,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218771727,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218771727/job/89837402742
82,VERIFIED_TRUE,Gatekeeper,30218771501,152,1,pull_request,completed,failure,2026-07-26T20:20:46Z,2026-07-26T20:20:59Z,agent/open-source-upload-evidence-20260727,514e2dfcd11a011d40c94593489ee68591f2e74d,ky46738-ops,89837402242,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218771501,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218771501/job/89837402242
83,VERIFIED_TRUE,PR #6,30218771998,108,1,dynamic,completed,success,2026-07-26T20:20:47Z,2026-07-26T20:21:53Z,refs/pull/6/head,ae711117721c39bba81af7cbe3a782b551001012,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218771998,
84,VERIFIED_TRUE,Gatekeeper,30218772736,154,1,push,completed,failure,2026-07-26T20:20:48Z,2026-07-26T20:20:55Z,agent/open-source-upload-evidence-20260727,adcf3706a42c6f930d2fe49c8397103ecbcf6038,ky46738-ops,89837405317,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218772736,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218772736/job/89837405317
85,VERIFIED_TRUE,Python Package using Conda,30218772712,126,1,push,completed,failure,2026-07-26T20:20:48Z,2026-07-26T20:21:23Z,agent/open-source-upload-evidence-20260727,adcf3706a42c6f930d2fe49c8397103ecbcf6038,ky46738-ops,89837405225,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218772712,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218772712/job/89837405225
86,VERIFIED_TRUE,PR #6,30218773302,109,1,dynamic,completed,success,2026-07-26T20:20:49Z,2026-07-26T20:21:48Z,refs/pull/6/head,adcf3706a42c6f930d2fe49c8397103ecbcf6038,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218773302,
87,VERIFIED_TRUE,Gatekeeper,30218773983,156,1,push,completed,failure,2026-07-26T20:20:50Z,2026-07-26T20:20:57Z,agent/open-source-upload-evidence-20260727,6b63e5d724b47b242e16c21be532166ee3e512c9,ky46738-ops,89837408919,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218773983,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218773983/job/89837408919
88,VERIFIED_TRUE,Python Package using Conda,30218773981,127,1,push,completed,failure,2026-07-26T20:20:50Z,2026-07-26T20:21:29Z,agent/open-source-upload-evidence-20260727,6b63e5d724b47b242e16c21be532166ee3e512c9,ky46738-ops,89837408946,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218773981,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218773981/job/89837408946
89,VERIFIED_TRUE,Gatekeeper,30218773600,155,1,pull_request,completed,failure,2026-07-26T20:20:50Z,2026-07-26T20:20:57Z,agent/open-source-upload-evidence-20260727,adcf3706a42c6f930d2fe49c8397103ecbcf6038,ky46738-ops,89837407754,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218773600,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218773600/job/89837407754
90,VERIFIED_TRUE,PR #6,30218774282,110,1,dynamic,completed,success,2026-07-26T20:20:51Z,2026-07-26T20:21:49Z,refs/pull/6/head,6b63e5d724b47b242e16c21be532166ee3e512c9,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218774282,
91,VERIFIED_TRUE,Gatekeeper,30218775311,157,1,pull_request,completed,failure,2026-07-26T20:20:53Z,2026-07-26T20:21:02Z,agent/open-source-upload-evidence-20260727,6b63e5d724b47b242e16c21be532166ee3e512c9,ky46738-ops,89837412883,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218775311,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218775311/job/89837412883
92,VERIFIED_TRUE,PR #6,30218778465,111,1,dynamic,completed,success,2026-07-26T20:20:58Z,2026-07-26T20:21:56Z,refs/pull/6/head,0dac1a649c788aba8f534116544ad74b58c3581e,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218778465,
93,VERIFIED_TRUE,Gatekeeper,30218778243,158,1,push,completed,failure,2026-07-26T20:20:58Z,2026-07-26T20:21:05Z,agent/open-source-upload-evidence-20260727,0dac1a649c788aba8f534116544ad74b58c3581e,ky46738-ops,89837420709,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218778243,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218778243/job/89837420709
94,VERIFIED_TRUE,Python Package using Conda,30218778226,128,1,push,completed,failure,2026-07-26T20:20:58Z,2026-07-26T20:21:24Z,agent/open-source-upload-evidence-20260727,0dac1a649c788aba8f534116544ad74b58c3581e,ky46738-ops,89837420601,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218778226,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218778226/job/89837420601
95,VERIFIED_TRUE,Python Package using Conda,30218779248,129,1,push,completed,failure,2026-07-26T20:20:59Z,2026-07-26T20:21:30Z,agent/open-source-upload-evidence-20260727,c34a2447c8a7fd206519996bdc9855c0e5436805,ky46738-ops,89837424082,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218779248,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218779248/job/89837424082
96,VERIFIED_TRUE,Gatekeeper,30218779237,159,1,push,completed,failure,2026-07-26T20:20:59Z,2026-07-26T20:21:11Z,agent/open-source-upload-evidence-20260727,c34a2447c8a7fd206519996bdc9855c0e5436805,ky46738-ops,89837423519,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218779237,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218779237/job/89837423519
97,VERIFIED_TRUE,PR #6,30218779675,112,1,dynamic,completed,success,2026-07-26T20:21:00Z,2026-07-26T20:21:54Z,refs/pull/6/head,c34a2447c8a7fd206519996bdc9855c0e5436805,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218779675,
98,VERIFIED_TRUE,Python Package using Conda,30218780322,130,1,push,completed,failure,2026-07-26T20:21:01Z,2026-07-26T20:21:34Z,agent/open-source-upload-evidence-20260727,bd9d8d6af0a2eb1ed9bee77a60efbe1b14ccb804,ky46738-ops,89837426676,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218780322,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218780322/job/89837426676
99,VERIFIED_TRUE,Gatekeeper,30218780306,161,1,push,completed,failure,2026-07-26T20:21:01Z,2026-07-26T20:21:11Z,agent/open-source-upload-evidence-20260727,bd9d8d6af0a2eb1ed9bee77a60efbe1b14ccb804,ky46738-ops,89837426598,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218780306,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218780306/job/89837426598
100,VERIFIED_TRUE,Gatekeeper,30218780014,160,1,pull_request,completed,failure,2026-07-26T20:21:01Z,2026-07-26T20:21:11Z,agent/open-source-upload-evidence-20260727,c34a2447c8a7fd206519996bdc9855c0e5436805,ky46738-ops,89837425702,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218780014,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218780014/job/89837425702
101,VERIFIED_TRUE,PR #6,30218780706,113,1,dynamic,completed,success,2026-07-26T20:21:02Z,2026-07-26T20:21:59Z,refs/pull/6/head,bd9d8d6af0a2eb1ed9bee77a60efbe1b14ccb804,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218780706,
102,VERIFIED_TRUE,Gatekeeper,30218781478,162,1,push,completed,failure,2026-07-26T20:21:03Z,2026-07-26T20:21:10Z,agent/open-source-upload-evidence-20260727,03b7df0ec05a7db19ccfe276106ba11167dbb654,ky46738-ops,89837429461,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218781478,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218781478/job/89837429461
103,VERIFIED_TRUE,Python Package using Conda,30218781463,131,1,push,completed,failure,2026-07-26T20:21:03Z,2026-07-26T20:21:29Z,agent/open-source-upload-evidence-20260727,03b7df0ec05a7db19ccfe276106ba11167dbb654,ky46738-ops,89837429420,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218781463,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218781463/job/89837429420
104,VERIFIED_TRUE,PR #6,30218781940,114,1,dynamic,completed,success,2026-07-26T20:21:04Z,2026-07-26T20:22:00Z,refs/pull/6/head,03b7df0ec05a7db19ccfe276106ba11167dbb654,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218781940,
105,VERIFIED_TRUE,Python Package using Conda,30218782715,132,1,push,completed,failure,2026-07-26T20:21:05Z,2026-07-26T20:21:38Z,agent/open-source-upload-evidence-20260727,11db74e8d6808ffd34814f6687b48a70a383f2e6,ky46738-ops,89837432834,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218782715,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218782715/job/89837432834
106,VERIFIED_TRUE,Gatekeeper,30218782703,164,1,push,completed,failure,2026-07-26T20:21:05Z,2026-07-26T20:21:13Z,agent/open-source-upload-evidence-20260727,11db74e8d6808ffd34814f6687b48a70a383f2e6,ky46738-ops,89837432874,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218782703,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218782703/job/89837432874
107,VERIFIED_TRUE,Gatekeeper,30218782421,163,1,pull_request,completed,failure,2026-07-26T20:21:05Z,2026-07-26T20:21:15Z,agent/open-source-upload-evidence-20260727,03b7df0ec05a7db19ccfe276106ba11167dbb654,ky46738-ops,89837432091,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218782421,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218782421/job/89837432091
