record_no,evidence_status,workflow,run_id,run_number,run_attempt,event,status,conclusion,created_at_utc,updated_at_utc,head_branch,head_sha,actor,job_id,job_name,failed_step_number,failed_step_name,first_actual_error,error_source,run_url,job_coordinate
108,VERIFIED_TRUE,PR #6,30218782850,115,1,dynamic,completed,success,2026-07-26T20:21:06Z,2026-07-26T20:22:00Z,refs/pull/6/head,11db74e8d6808ffd34814f6687b48a70a383f2e6,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218782850,
109,VERIFIED_TRUE,Gatekeeper,30218783908,165,1,push,completed,failure,2026-07-26T20:21:07Z,2026-07-26T20:21:17Z,agent/open-source-upload-evidence-20260727,a247521eb2bfb80acca71c6f315a31ade1d1ce95,ky46738-ops,89837435996,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218783908,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218783908/job/89837435996
110,VERIFIED_TRUE,Python Package using Conda,30218783892,133,1,push,completed,failure,2026-07-26T20:21:07Z,2026-07-26T20:21:50Z,agent/open-source-upload-evidence-20260727,a247521eb2bfb80acca71c6f315a31ade1d1ce95,ky46738-ops,89837435894,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218783892,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218783892/job/89837435894
111,VERIFIED_TRUE,PR #6,30218784156,116,1,dynamic,completed,success,2026-07-26T20:21:08Z,2026-07-26T20:22:08Z,refs/pull/6/head,a247521eb2bfb80acca71c6f315a31ade1d1ce95,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218784156,
112,VERIFIED_TRUE,PR #6,30218785228,117,1,dynamic,completed,success,2026-07-26T20:21:09Z,2026-07-26T20:22:06Z,refs/pull/6/head,7de70cddb305499eb724281ee69c6f769a13649b,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218785228,
113,VERIFIED_TRUE,Python Package using Conda,30218785076,134,1,push,completed,failure,2026-07-26T20:21:09Z,2026-07-26T20:21:57Z,agent/open-source-upload-evidence-20260727,7de70cddb305499eb724281ee69c6f769a13649b,ky46738-ops,89837439066,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218785076,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218785076/job/89837439066
114,VERIFIED_TRUE,Gatekeeper,30218785035,167,1,push,completed,failure,2026-07-26T20:21:09Z,2026-07-26T20:21:17Z,agent/open-source-upload-evidence-20260727,7de70cddb305499eb724281ee69c6f769a13649b,ky46738-ops,89837438891,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218785035,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218785035/job/89837438891
115,VERIFIED_TRUE,Gatekeeper,30218784639,166,1,pull_request,completed,failure,2026-07-26T20:21:09Z,2026-07-26T20:21:18Z,agent/open-source-upload-evidence-20260727,a247521eb2bfb80acca71c6f315a31ade1d1ce95,ky46738-ops,89837438033,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218784639,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218784639/job/89837438033
116,VERIFIED_TRUE,PR #6,30218786207,118,1,dynamic,completed,success,2026-07-26T20:21:11Z,2026-07-26T20:22:11Z,refs/pull/6/head,ff0daa697543aa08bc406fb48db03883c070a15d,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218786207,
117,VERIFIED_TRUE,Python Package using Conda,30218785860,135,1,push,completed,failure,2026-07-26T20:21:11Z,2026-07-26T20:21:44Z,agent/open-source-upload-evidence-20260727,ff0daa697543aa08bc406fb48db03883c070a15d,ky46738-ops,89837441074,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218785860,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218785860/job/89837441074
118,VERIFIED_TRUE,Gatekeeper,30218785859,168,1,push,completed,failure,2026-07-26T20:21:11Z,2026-07-26T20:21:17Z,agent/open-source-upload-evidence-20260727,ff0daa697543aa08bc406fb48db03883c070a15d,ky46738-ops,89837441155,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218785859,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218785859/job/89837441155
119,VERIFIED_TRUE,Gatekeeper,30218786691,169,1,pull_request,completed,failure,2026-07-26T20:21:12Z,2026-07-26T20:21:19Z,agent/open-source-upload-evidence-20260727,ff0daa697543aa08bc406fb48db03883c070a15d,ky46738-ops,89837443265,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218786691,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218786691/job/89837443265
120,VERIFIED_TRUE,PR #6,30218787356,119,1,dynamic,completed,success,2026-07-26T20:21:13Z,2026-07-26T20:22:07Z,refs/pull/6/head,b5774575b2676120df6b23577aab355f3b2d4e8f,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218787356,
121,VERIFIED_TRUE,Gatekeeper,30218787087,170,1,push,completed,failure,2026-07-26T20:21:13Z,2026-07-26T20:21:21Z,agent/open-source-upload-evidence-20260727,b5774575b2676120df6b23577aab355f3b2d4e8f,ky46738-ops,89837444370,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218787087,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218787087/job/89837444370
122,VERIFIED_TRUE,Python Package using Conda,30218787085,136,1,push,completed,failure,2026-07-26T20:21:13Z,2026-07-26T20:21:54Z,agent/open-source-upload-evidence-20260727,b5774575b2676120df6b23577aab355f3b2d4e8f,ky46738-ops,89837444383,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218787085,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218787085/job/89837444383
123,VERIFIED_TRUE,Gatekeeper,30218788168,171,1,push,completed,failure,2026-07-26T20:21:15Z,2026-07-26T20:21:24Z,agent/open-source-upload-evidence-20260727,fb8e810fb6d4b88075f218454b14e04743290f18,ky46738-ops,89837447288,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218788168,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218788168/job/89837447288
124,VERIFIED_TRUE,Python Package using Conda,30218788156,137,1,push,completed,failure,2026-07-26T20:21:15Z,2026-07-26T20:22:03Z,agent/open-source-upload-evidence-20260727,fb8e810fb6d4b88075f218454b14e04743290f18,ky46738-ops,89837447159,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218788156,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218788156/job/89837447159
125,VERIFIED_TRUE,Gatekeeper,30218788984,172,1,pull_request,completed,failure,2026-07-26T20:21:16Z,2026-07-26T20:21:24Z,agent/open-source-upload-evidence-20260727,fb8e810fb6d4b88075f218454b14e04743290f18,ky46738-ops,89837449450,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218788984,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218788984/job/89837449450
126,VERIFIED_TRUE,PR #6,30218788594,120,1,dynamic,completed,success,2026-07-26T20:21:16Z,2026-07-26T20:22:16Z,refs/pull/6/head,fb8e810fb6d4b88075f218454b14e04743290f18,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218788594,
127,VERIFIED_TRUE,PR #6,30218789511,121,1,dynamic,completed,success,2026-07-26T20:21:17Z,2026-07-26T20:22:15Z,refs/pull/6/head,bba351321f64925f99cb2e061d014e84b393b7ae,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218789511,
128,VERIFIED_TRUE,Python Package using Conda,30218789244,138,1,push,completed,failure,2026-07-26T20:21:17Z,2026-07-26T20:21:49Z,agent/open-source-upload-evidence-20260727,bba351321f64925f99cb2e061d014e84b393b7ae,ky46738-ops,89837450372,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218789244,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218789244/job/89837450372
129,VERIFIED_TRUE,Gatekeeper,30218789238,173,1,push,completed,failure,2026-07-26T20:21:17Z,2026-07-26T20:21:24Z,agent/open-source-upload-evidence-20260727,bba351321f64925f99cb2e061d014e84b393b7ae,ky46738-ops,89837450321,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218789238,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218789238/job/89837450321
130,VERIFIED_TRUE,PR #6,30218790930,122,1,dynamic,completed,success,2026-07-26T20:21:19Z,2026-07-26T20:22:23Z,refs/pull/6/head,21edd855b3d0f5e7e79c5a5959cd712de02a04b2,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218790930,
131,VERIFIED_TRUE,Python Package using Conda,30218790413,139,1,push,completed,failure,2026-07-26T20:21:19Z,2026-07-26T20:21:49Z,agent/open-source-upload-evidence-20260727,21edd855b3d0f5e7e79c5a5959cd712de02a04b2,ky46738-ops,89837453578,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218790413,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218790413/job/89837453578
132,VERIFIED_TRUE,Gatekeeper,30218790411,174,1,push,completed,failure,2026-07-26T20:21:19Z,2026-07-26T20:21:26Z,agent/open-source-upload-evidence-20260727,21edd855b3d0f5e7e79c5a5959cd712de02a04b2,ky46738-ops,89837453603,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218790411,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218790411/job/89837453603
133,VERIFIED_TRUE,Python Package using Conda,30218791552,140,1,push,completed,failure,2026-07-26T20:21:20Z,2026-07-26T20:21:56Z,agent/open-source-upload-evidence-20260727,934d365a78f31dde8c948041ada689b564a65a63,ky46738-ops,89837457221,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218791552,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218791552/job/89837457221
134,VERIFIED_TRUE,Gatekeeper,30218791550,176,1,push,completed,failure,2026-07-26T20:21:20Z,2026-07-26T20:21:30Z,agent/open-source-upload-evidence-20260727,934d365a78f31dde8c948041ada689b564a65a63,ky46738-ops,89837456954,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218791550,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218791550/job/89837456954
135,VERIFIED_TRUE,Gatekeeper,30218791234,175,1,pull_request,completed,failure,2026-07-26T20:21:20Z,2026-07-26T20:21:28Z,agent/open-source-upload-evidence-20260727,21edd855b3d0f5e7e79c5a5959cd712de02a04b2,ky46738-ops,89837456095,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218791234,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218791234/job/89837456095
136,VERIFIED_TRUE,PR #6,30218791857,123,1,dynamic,completed,success,2026-07-26T20:21:21Z,2026-07-26T20:22:23Z,refs/pull/6/head,934d365a78f31dde8c948041ada689b564a65a63,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218791857,
137,VERIFIED_TRUE,Gatekeeper,30218792675,177,1,push,completed,failure,2026-07-26T20:21:22Z,2026-07-26T20:21:30Z,agent/open-source-upload-evidence-20260727,c822f5ee10426aa651ea424a51d70b589b34c751,ky46738-ops,89837460255,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218792675,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218792675/job/89837460255
138,VERIFIED_TRUE,Python Package using Conda,30218792669,141,1,push,completed,failure,2026-07-26T20:21:22Z,2026-07-26T20:22:12Z,agent/open-source-upload-evidence-20260727,c822f5ee10426aa651ea424a51d70b589b34c751,ky46738-ops,89837460172,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218792669,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218792669/job/89837460172
139,VERIFIED_TRUE,PR #6,30218793180,124,1,dynamic,completed,success,2026-07-26T20:21:23Z,2026-07-26T20:22:15Z,refs/pull/6/head,c822f5ee10426aa651ea424a51d70b589b34c751,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218793180,
140,VERIFIED_TRUE,PR #6,30218794065,125,1,dynamic,completed,success,2026-07-26T20:21:25Z,2026-07-26T20:22:28Z,refs/pull/6/head,0d7aa0ab0f9662a2a21fe271e1927ade9de7eef2,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218794065,
141,VERIFIED_TRUE,Gatekeeper,30218793982,178,1,push,completed,failure,2026-07-26T20:21:25Z,2026-07-26T20:21:32Z,agent/open-source-upload-evidence-20260727,0d7aa0ab0f9662a2a21fe271e1927ade9de7eef2,ky46738-ops,89837463866,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218793982,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218793982/job/89837463866
142,VERIFIED_TRUE,Python Package using Conda,30218793963,142,1,push,completed,failure,2026-07-26T20:21:25Z,2026-07-26T20:21:53Z,agent/open-source-upload-evidence-20260727,0d7aa0ab0f9662a2a21fe271e1927ade9de7eef2,ky46738-ops,89837463953,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218793963,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218793963/job/89837463953
143,VERIFIED_TRUE,Gatekeeper,30218794762,180,1,push,completed,failure,2026-07-26T20:21:26Z,2026-07-26T20:21:34Z,agent/open-source-upload-evidence-20260727,706f07ddd82bd2b44e005846e085f0e605373dfd,ky46738-ops,89837466172,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218794762,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218794762/job/89837466172
144,VERIFIED_TRUE,Python Package using Conda,30218794753,143,1,push,completed,failure,2026-07-26T20:21:26Z,2026-07-26T20:22:00Z,agent/open-source-upload-evidence-20260727,706f07ddd82bd2b44e005846e085f0e605373dfd,ky46738-ops,89837466069,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218794753,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218794753/job/89837466069
145,VERIFIED_TRUE,Gatekeeper,30218794527,179,1,pull_request,completed,failure,2026-07-26T20:21:26Z,2026-07-26T20:21:33Z,agent/open-source-upload-evidence-20260727,0d7aa0ab0f9662a2a21fe271e1927ade9de7eef2,ky46738-ops,89837465386,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218794527,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218794527/job/89837465386
146,VERIFIED_TRUE,PR #6,30218795357,126,1,dynamic,completed,success,2026-07-26T20:21:27Z,2026-07-26T20:22:26Z,refs/pull/6/head,706f07ddd82bd2b44e005846e085f0e605373dfd,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218795357,
147,VERIFIED_TRUE,PR #6,30218796569,127,1,dynamic,completed,success,2026-07-26T20:21:29Z,2026-07-26T20:22:29Z,refs/pull/6/head,25924b41f31ea345b08aeb33a0303df5dd02083f,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218796569,
148,VERIFIED_TRUE,Gatekeeper,30218796170,181,1,push,completed,failure,2026-07-26T20:21:29Z,2026-07-26T20:21:40Z,agent/open-source-upload-evidence-20260727,25924b41f31ea345b08aeb33a0303df5dd02083f,ky46738-ops,89837470017,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218796170,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218796170/job/89837470017
149,VERIFIED_TRUE,Python Package using Conda,30218796169,144,1,push,completed,failure,2026-07-26T20:21:29Z,2026-07-26T20:22:01Z,agent/open-source-upload-evidence-20260727,25924b41f31ea345b08aeb33a0303df5dd02083f,ky46738-ops,89837469827,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218796169,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218796169/job/89837469827
150,VERIFIED_TRUE,Gatekeeper,30218796928,182,1,pull_request,completed,failure,2026-07-26T20:21:30Z,2026-07-26T20:21:43Z,agent/open-source-upload-evidence-20260727,25924b41f31ea345b08aeb33a0303df5dd02083f,ky46738-ops,89837472043,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218796928,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218796928/job/89837472043
151,VERIFIED_TRUE,PR #6,30218797593,128,1,dynamic,completed,success,2026-07-26T20:21:31Z,2026-07-26T20:22:27Z,refs/pull/6/head,b2e312431410e45f751e0957c97894bf6f64c6ab,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218797593,
152,VERIFIED_TRUE,Python Package using Conda,30218797405,145,1,push,completed,failure,2026-07-26T20:21:31Z,2026-07-26T20:22:03Z,agent/open-source-upload-evidence-20260727,b2e312431410e45f751e0957c97894bf6f64c6ab,ky46738-ops,89837473425,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218797405,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218797405/job/89837473425
153,VERIFIED_TRUE,Gatekeeper,30218797403,183,1,push,completed,failure,2026-07-26T20:21:31Z,2026-07-26T20:21:39Z,agent/open-source-upload-evidence-20260727,b2e312431410e45f751e0957c97894bf6f64c6ab,ky46738-ops,89837473417,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218797403,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218797403/job/89837473417
154,VERIFIED_TRUE,Gatekeeper,30218798363,184,1,push,completed,failure,2026-07-26T20:21:32Z,2026-07-26T20:21:41Z,agent/open-source-upload-evidence-20260727,d9f52e57fe5fc0aebe599adf7e46d6af48a31254,ky46738-ops,89837476298,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218798363,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218798363/job/89837476298
155,VERIFIED_TRUE,Python Package using Conda,30218798361,146,1,push,completed,failure,2026-07-26T20:21:32Z,2026-07-26T20:22:03Z,agent/open-source-upload-evidence-20260727,d9f52e57fe5fc0aebe599adf7e46d6af48a31254,ky46738-ops,89837475985,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218798361,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218798361/job/89837475985
156,VERIFIED_TRUE,PR #6,30218798959,129,1,dynamic,completed,success,2026-07-26T20:21:33Z,2026-07-26T20:22:25Z,refs/pull/6/head,d9f52e57fe5fc0aebe599adf7e46d6af48a31254,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218798959,
157,VERIFIED_TRUE,Python Package using Conda,30218799525,147,1,push,completed,failure,2026-07-26T20:21:34Z,2026-07-26T20:22:07Z,agent/open-source-upload-evidence-20260727,992a04a6c180f6510b839864f976e4562f2019d6,ky46738-ops,89837479445,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218799525,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218799525/job/89837479445
158,VERIFIED_TRUE,Gatekeeper,30218799503,186,1,push,completed,failure,2026-07-26T20:21:34Z,2026-07-26T20:21:45Z,agent/open-source-upload-evidence-20260727,992a04a6c180f6510b839864f976e4562f2019d6,ky46738-ops,89837479288,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218799503,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218799503/job/89837479288
159,VERIFIED_TRUE,Gatekeeper,30218799258,185,1,pull_request,completed,failure,2026-07-26T20:21:34Z,2026-07-26T20:21:44Z,agent/open-source-upload-evidence-20260727,d9f52e57fe5fc0aebe599adf7e46d6af48a31254,ky46738-ops,89837478568,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218799258,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218799258/job/89837478568
160,VERIFIED_TRUE,PR #6,30218799879,130,1,dynamic,completed,success,2026-07-26T20:21:35Z,2026-07-26T20:22:35Z,refs/pull/6/head,992a04a6c180f6510b839864f976e4562f2019d6,ky46738-ops,,,,,,RUN_METADATA,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218799879,
161,VERIFIED_TRUE,Python Package using Conda,30218800792,148,1,push,completed,failure,2026-07-26T20:21:36Z,2026-07-26T20:22:09Z,agent/open-source-upload-evidence-20260727,64e2c5b1adfcc99cd481035a3308b0e64114518f,ky46738-ops,89837482525,build-linux,5,Install dependencies,EnvironmentFileNotFound: /home/runner/work/welcome/welcome/environment.yml file not found,SAME_UNCHANGED_WORKFLOW_ROOT_AND_FAILED_STEP,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218800792,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218800792/job/89837482525
162,VERIFIED_TRUE,Gatekeeper,30218800784,187,1,push,completed,failure,2026-07-26T20:21:36Z,2026-07-26T20:21:45Z,agent/open-source-upload-evidence-20260727,64e2c5b1adfcc99cd481035a3308b0e64114518f,ky46738-ops,89837482668,verify,3,驗證 LKMini 公開種子,FAIL: 雜湊不一致：tools/verify_lkmini.py,LOCAL_GIT_TREE_REPLAY_CURRENT_EVIDENCE_BRANCH,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218800784,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30218800784/job/89837482668
