record_no,evidence_status,root_identity,workflow,run_id,run_number,run_attempt,event,created_at_utc,updated_at_utc,head_branch,head_sha,actor,job_id,job_name,failed_step_number,failed_step_name,error_time_utc,first_actual_error,run_url,job_coordinate,log_status
163,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30098657113,64,1,push,2026-07-24T13:52:39Z,2026-07-24T13:53:29Z,main,97f22e0dfa0523956cf22fbab6da0fbf385678ae,ky46738-ops,89498916158,build-linux,5,Install dependencies,2026-07-24T13:53:25.9965028Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098657113,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098657113/job/89498916158,AVAILABLE
164,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30098658993,81,1,push,2026-07-24T13:52:40Z,2026-07-24T13:52:51Z,main,8b82d507688d8268d6c309bf26355e0162fd015a,ky46738-ops,89498922228,verify,3,驗證 LKMini 公開種子,2026-07-24T13:52:40Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098658993,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098658993/job/89498922228,AVAILABLE|LOCAL_GIT_TREE_REPLAY
165,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30098658934,65,1,push,2026-07-24T13:52:40Z,2026-07-24T13:53:24Z,main,8b82d507688d8268d6c309bf26355e0162fd015a,ky46738-ops,89498922101,build-linux,5,Install dependencies,2026-07-24T13:53:21.0126436Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098658934,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098658934/job/89498922101,AVAILABLE
166,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30098660815,82,1,push,2026-07-24T13:52:42Z,2026-07-24T13:52:52Z,main,3f8e218148c4af34b5c2d9573cab9b382847ac1e,ky46738-ops,89498928696,verify,3,驗證 LKMini 公開種子,2026-07-24T13:52:42Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098660815,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098660815/job/89498928696,AVAILABLE|LOCAL_GIT_TREE_REPLAY
167,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30098660795,66,1,push,2026-07-24T13:52:42Z,2026-07-24T13:53:31Z,main,3f8e218148c4af34b5c2d9573cab9b382847ac1e,ky46738-ops,89498928775,build-linux,5,Install dependencies,2026-07-24T13:53:28.9391435Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098660795,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098660795/job/89498928775,AVAILABLE
168,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30098662245,83,1,push,2026-07-24T13:52:43Z,2026-07-24T13:52:51Z,main,b2d9d43df9887349d72e21f9635df9ea83cb4f35,ky46738-ops,89498933576,verify,3,驗證 LKMini 公開種子,2026-07-24T13:52:43Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098662245,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098662245/job/89498933576,AVAILABLE|LOCAL_GIT_TREE_REPLAY
169,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30098662202,67,1,push,2026-07-24T13:52:43Z,2026-07-24T13:53:27Z,main,b2d9d43df9887349d72e21f9635df9ea83cb4f35,ky46738-ops,89498933428,build-linux,5,Install dependencies,2026-07-24T13:53:24.8855751Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098662202,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30098662202/job/89498933428,AVAILABLE
170,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30102012492,84,1,push,2026-07-24T14:40:27Z,2026-07-24T14:40:38Z,main,359a0bc902331dc225159a00d8d2052c25aa0f56,ky46738-ops,89510145904,verify,3,驗證 LKMini 公開種子,2026-07-24T14:40:27Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102012492,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102012492/job/89510145904,AVAILABLE|LOCAL_GIT_TREE_REPLAY
171,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30102012481,68,1,push,2026-07-24T14:40:27Z,2026-07-24T14:41:13Z,main,359a0bc902331dc225159a00d8d2052c25aa0f56,ky46738-ops,89510145694,build-linux,5,Install dependencies,2026-07-24T14:41:11.2137855Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102012481,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102012481/job/89510145694,AVAILABLE
172,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30102014953,69,1,push,2026-07-24T14:40:29Z,2026-07-24T14:40:56Z,main,55f58d8427080bab128e179b647a3f1d00ffc858,ky46738-ops,89510154242,build-linux,5,Install dependencies,2026-07-24T14:40:53.5457990Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102014953,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102014953/job/89510154242,AVAILABLE
173,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30102014698,85,1,push,2026-07-24T14:40:29Z,2026-07-24T14:40:38Z,main,55f58d8427080bab128e179b647a3f1d00ffc858,ky46738-ops,89510153693,verify,3,驗證 LKMini 公開種子,2026-07-24T14:40:29Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102014698,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102014698/job/89510153693,AVAILABLE|LOCAL_GIT_TREE_REPLAY
174,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30102015556,86,1,push,2026-07-24T14:40:30Z,2026-07-24T14:40:41Z,main,232c89a3e1f832b9c020ed18d3e7d401e0777a2e,ky46738-ops,89510156259,verify,3,驗證 LKMini 公開種子,2026-07-24T14:40:30Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102015556,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102015556/job/89510156259,AVAILABLE|LOCAL_GIT_TREE_REPLAY
175,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30102015554,70,1,push,2026-07-24T14:40:30Z,2026-07-24T14:41:24Z,main,232c89a3e1f832b9c020ed18d3e7d401e0777a2e,ky46738-ops,89510156202,build-linux,5,Install dependencies,2026-07-24T14:41:21.0949735Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102015554,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102015554/job/89510156202,AVAILABLE
176,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30102029207,87,1,push,2026-07-24T14:40:42Z,2026-07-24T14:40:49Z,main,30ff90000a182800333614f5870ecb1b010e8a58,ky46738-ops,89510205299,verify,3,驗證 LKMini 公開種子,2026-07-24T14:40:42Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102029207,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102029207/job/89510205299,AVAILABLE|LOCAL_GIT_TREE_REPLAY
177,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30102029201,71,1,push,2026-07-24T14:40:42Z,2026-07-24T14:41:11Z,main,30ff90000a182800333614f5870ecb1b010e8a58,ky46738-ops,89510205402,build-linux,5,Install dependencies,2026-07-24T14:41:08.7139899Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102029201,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102029201/job/89510205402,AVAILABLE
178,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30102367851,88,1,push,2026-07-24T14:45:27Z,2026-07-24T14:45:38Z,main,23d3e978e9bd053ac5f539fb81dab96bc5ac81a9,ky46738-ops,89511337100,verify,3,驗證 LKMini 公開種子,2026-07-24T14:45:27Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102367851,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102367851/job/89511337100,AVAILABLE|LOCAL_GIT_TREE_REPLAY
179,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30102367738,72,1,push,2026-07-24T14:45:27Z,2026-07-24T14:46:22Z,main,23d3e978e9bd053ac5f539fb81dab96bc5ac81a9,ky46738-ops,89511336336,build-linux,5,Install dependencies,2026-07-24T14:46:18.5708001Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102367738,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102367738/job/89511336336,AVAILABLE
180,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30102369410,73,1,push,2026-07-24T14:45:28Z,2026-07-24T14:45:47Z,main,941aee8f3c212a24998a40b8bf7eec742971fc78,ky46738-ops,89511341632,build-linux,5,Install dependencies,2026-07-24T14:45:44.3826818Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102369410,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102369410/job/89511341632,AVAILABLE
181,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30102369320,89,1,push,2026-07-24T14:45:28Z,2026-07-24T14:45:35Z,main,941aee8f3c212a24998a40b8bf7eec742971fc78,ky46738-ops,89511341390,verify,3,驗證 LKMini 公開種子,2026-07-24T14:45:28Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102369320,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102369320/job/89511341390,AVAILABLE|LOCAL_GIT_TREE_REPLAY
182,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30102372272,90,1,push,2026-07-24T14:45:30Z,2026-07-24T14:45:40Z,main,0287c6599810145c883a8e69d3b2d822f821351b,ky46738-ops,89511351748,verify,3,驗證 LKMini 公開種子,2026-07-24T14:45:30Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102372272,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102372272/job/89511351748,AVAILABLE|LOCAL_GIT_TREE_REPLAY
183,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30102372010,74,1,push,2026-07-24T14:45:30Z,2026-07-24T14:46:16Z,main,0287c6599810145c883a8e69d3b2d822f821351b,ky46738-ops,89511351180,build-linux,5,Install dependencies,2026-07-24T14:46:13.9285206Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102372010,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102372010/job/89511351180,AVAILABLE
184,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30102388086,75,1,push,2026-07-24T14:45:44Z,2026-07-24T14:46:24Z,main,b0ab33e4fbbbd3dea5eaa32be88cbdcbad27aaa8,ky46738-ops,89511406399,build-linux,5,Install dependencies,2026-07-24T14:46:22.3803963Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102388086,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102388086/job/89511406399,AVAILABLE
185,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30102388075,91,1,push,2026-07-24T14:45:44Z,2026-07-24T14:45:53Z,main,b0ab33e4fbbbd3dea5eaa32be88cbdcbad27aaa8,ky46738-ops,89511406416,verify,3,驗證 LKMini 公開種子,2026-07-24T14:45:44Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102388075,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102388075/job/89511406416,AVAILABLE|LOCAL_GIT_TREE_REPLAY
186,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30102654599,76,1,push,2026-07-24T14:49:33Z,2026-07-24T14:50:01Z,main,256a2c5618a2f7552989da0e330f1e6481ef42c8,ky46738-ops,89512308490,build-linux,5,Install dependencies,2026-07-24T14:49:58.1549358Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102654599,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102654599/job/89512308490,AVAILABLE
187,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30102654554,92,1,push,2026-07-24T14:49:33Z,2026-07-24T14:49:45Z,main,256a2c5618a2f7552989da0e330f1e6481ef42c8,ky46738-ops,89512308000,verify,3,驗證 LKMini 公開種子,2026-07-24T14:49:33Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102654554,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102654554/job/89512308000,AVAILABLE|LOCAL_GIT_TREE_REPLAY
188,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30102656520,77,1,push,2026-07-24T14:49:35Z,2026-07-24T14:50:07Z,main,e1436bac7d82b0966ef305550113746b1578afbf,ky46738-ops,89512314210,build-linux,5,Install dependencies,2026-07-24T14:50:04.8894041Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102656520,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102656520/job/89512314210,AVAILABLE
189,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30102656507,93,1,push,2026-07-24T14:49:35Z,2026-07-24T14:49:46Z,main,e1436bac7d82b0966ef305550113746b1578afbf,ky46738-ops,89512314234,verify,3,驗證 LKMini 公開種子,2026-07-24T14:49:35Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102656507,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102656507/job/89512314234,AVAILABLE|LOCAL_GIT_TREE_REPLAY
190,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30102657948,94,1,push,2026-07-24T14:49:36Z,2026-07-24T14:49:43Z,main,bf24f4b255171ca20b63671971a311ad10be7a54,ky46738-ops,89512318444,verify,3,驗證 LKMini 公開種子,2026-07-24T14:49:36Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102657948,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102657948/job/89512318444,AVAILABLE|LOCAL_GIT_TREE_REPLAY
191,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30102657819,78,1,push,2026-07-24T14:49:36Z,2026-07-24T14:50:22Z,main,bf24f4b255171ca20b63671971a311ad10be7a54,ky46738-ops,89512317699,build-linux,5,Install dependencies,2026-07-24T14:50:18.1452170Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102657819,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102657819/job/89512317699,AVAILABLE
192,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30102659690,95,1,push,2026-07-24T14:49:37Z,2026-07-24T14:49:47Z,main,a82282426e5d6e683c1065094122f628c570552f,ky46738-ops,89512324229,verify,3,驗證 LKMini 公開種子,2026-07-24T14:49:37Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102659690,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102659690/job/89512324229,AVAILABLE|LOCAL_GIT_TREE_REPLAY
193,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30102659668,79,1,push,2026-07-24T14:49:37Z,2026-07-24T14:50:06Z,main,a82282426e5d6e683c1065094122f628c570552f,ky46738-ops,89512324057,build-linux,5,Install dependencies,2026-07-24T14:50:04.1351360Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102659668,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30102659668/job/89512324057,AVAILABLE
194,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30103117799,96,1,push,2026-07-24T14:56:01Z,2026-07-24T14:56:08Z,main,5f6fe4bcee8c670f8ee7dca5e83202c9f7fb35a1,ky46738-ops,89513857250,verify,3,驗證 LKMini 公開種子,2026-07-24T14:56:01Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30103117799,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30103117799/job/89513857250,AVAILABLE|LOCAL_GIT_TREE_REPLAY
195,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30103117790,80,1,push,2026-07-24T14:56:01Z,2026-07-24T14:56:43Z,main,5f6fe4bcee8c670f8ee7dca5e83202c9f7fb35a1,ky46738-ops,89513856944,build-linux,5,Install dependencies,2026-07-24T14:56:41.9551649Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30103117790,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30103117790/job/89513856944,AVAILABLE
196,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30103117781,44,1,push,2026-07-24T14:56:01Z,2026-07-24T14:56:11Z,main,5f6fe4bcee8c670f8ee7dca5e83202c9f7fb35a1,ky46738-ops,89513857469,deploy,3,暴力驗證正式投影,2026-07-24T14:56:09.3478627Z,VERIFICATION=ERROR: 雜湊不一致：mini/index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30103117781,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30103117781/job/89513857469,AVAILABLE
197,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30103132313,97,1,push,2026-07-24T14:56:14Z,2026-07-24T14:56:21Z,main,837e87a4878de66a1491c6780a15ac169c55ab97,ky46738-ops,89513908913,verify,3,驗證 LKMini 公開種子,2026-07-24T14:56:14Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30103132313,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30103132313/job/89513908913,AVAILABLE|LOCAL_GIT_TREE_REPLAY
198,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30103132237,81,1,push,2026-07-24T14:56:14Z,2026-07-24T14:57:09Z,main,837e87a4878de66a1491c6780a15ac169c55ab97,ky46738-ops,89513908738,build-linux,5,Install dependencies,2026-07-24T14:57:05.0983663Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30103132237,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30103132237/job/89513908738,AVAILABLE
199,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30103132028,45,1,push,2026-07-24T14:56:14Z,2026-07-24T14:56:24Z,main,837e87a4878de66a1491c6780a15ac169c55ab97,ky46738-ops,89513910897,deploy,3,暴力驗證正式投影,2026-07-24T14:56:21.9003206Z,VERIFICATION=ERROR: 雜湊不一致：mini/index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30103132028,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30103132028/job/89513910897,AVAILABLE
200,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30104360552,98,1,push,2026-07-24T15:13:31Z,2026-07-24T15:13:41Z,main,9235f92b8b1c23abe898c292e43cdaff5d6f30c0,ky46738-ops,89518011821,verify,3,驗證 LKMini 公開種子,2026-07-24T15:13:31Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30104360552,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30104360552/job/89518011821,AVAILABLE|LOCAL_GIT_TREE_REPLAY
201,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30104360545,82,1,push,2026-07-24T15:13:31Z,2026-07-24T15:13:59Z,main,9235f92b8b1c23abe898c292e43cdaff5d6f30c0,ky46738-ops,89518011618,build-linux,5,Install dependencies,2026-07-24T15:13:55.5537397Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30104360545,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30104360545/job/89518011618,AVAILABLE
202,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30104375326,47,1,push,2026-07-24T15:13:43Z,2026-07-24T15:13:59Z,main,cb5403ae1a71fbacf9ae94b5f3fe3de6db66c69c,ky46738-ops,89518083234,deploy,3,暴力驗證正式投影,2026-07-24T15:13:57.1060064Z,##[error]Process completed with exit code 1.,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30104375326,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30104375326/job/89518083234,AVAILABLE
203,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30104375276,83,1,push,2026-07-24T15:13:43Z,2026-07-24T15:14:31Z,main,cb5403ae1a71fbacf9ae94b5f3fe3de6db66c69c,ky46738-ops,89518061280,build-linux,5,Install dependencies,2026-07-24T15:14:27.6615685Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30104375276,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30104375276/job/89518061280,AVAILABLE
204,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30104375267,99,1,push,2026-07-24T15:13:43Z,2026-07-24T15:13:50Z,main,cb5403ae1a71fbacf9ae94b5f3fe3de6db66c69c,ky46738-ops,89518060862,verify,3,驗證 LKMini 公開種子,2026-07-24T15:13:43Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30104375267,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30104375267/job/89518060862,AVAILABLE|LOCAL_GIT_TREE_REPLAY
