record_no,evidence_status,source_classification,name,created_at_utc,modified_at_utc,size_bytes,mime_type,file_id,library_file_id,version_id,path,model_generated,sha256,current_state,transfer_attribution
5446,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件13_狀態清單13_20260114-234823_TPE_v01.txt,2026-07-24T17:43:33.368316Z,2026-07-24T17:43:35.951759Z,1527,text/plain,file_000000009e8081f6800ef08a395ac2bc,libfile_0c28db22503481919f6653c6a7741856,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件13_狀態清單13_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5447,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件15_圖表清單15_20260114-234823_TPE_v01.html,2026-07-24T17:43:33.370437Z,2026-07-24T17:43:34.941093Z,2117,text/html,file_00000000df2881f6917d5d06499bf3c4,libfile_33091caebc908191a6ea41648bd497be,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件15_圖表清單15_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5448,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件12_新聞清單12_20260114-234823_TPE_v01.html,2026-07-24T17:43:33.380140Z,2026-07-24T17:43:35.450709Z,1495,text/html,file_00000000109081f688390fc1f1877754,libfile_b2da3e16bfb08191b588b63ceb63161d,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件12_新聞清單12_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5449,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件17_指數列17_20260114-234823_TPE_v01.html,2026-07-24T17:43:33.385808Z,2026-07-24T17:43:35.563538Z,2110,text/html,file_00000000337081f6a65fab9b1aa814cb,libfile_07b9c4900aac8191807427bd56221d34,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件17_指數列17_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5450,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件16_版面清單16_20260114-234823_TPE_v01.txt,2026-07-24T17:43:33.390381Z,2026-07-24T17:43:35.326446Z,1469,text/plain,file_00000000072481f6890b9ef013a95ff8,libfile_1a0feaeef4d88191917e7f13d2d8e333,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件16_版面清單16_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5451,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件13_狀態清單13_20260114-234823_TPE_v01.html,2026-07-24T17:43:33.423261Z,2026-07-24T17:43:35.477527Z,1527,text/html,file_000000003c7881f6a0a1cadce7cae7c5,libfile_fd70e43bc6ac8191bbf457f98fc1182b,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件13_狀態清單13_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5452,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件17_指數列17_20260114-234823_TPE_v01.txt,2026-07-24T17:43:33.434815Z,2026-07-24T17:43:36.475402Z,2110,text/plain,file_00000000205881f6b483c2668c039d72,libfile_e204d32901e08191bc76688ec19a60a2,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件17_指數列17_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5453,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件11_警示清單11_20260114-234823_TPE_v01.html,2026-07-24T17:43:33.452110Z,2026-07-24T17:43:35.714556Z,1526,text/html,file_00000000871081f68d783ecf5c61954d,libfile_77ee4114986c81919c81fd6bcbcf3c7c,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件11_警示清單11_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5454,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件14_控制清單14_20260114-234823_TPE_v01.html,2026-07-24T17:43:33.463255Z,2026-07-24T17:43:36.101734Z,1470,text/html,file_0000000070d481f6ba9475e122fd67d3,libfile_8d92e83e974881919221182ec7c9fb5d,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件14_控制清單14_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5455,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件11_警示清單11_20260114-234823_TPE_v01.txt,2026-07-24T17:43:33.470493Z,2026-07-24T17:43:35.488021Z,1526,text/plain,file_00000000d16c81f6a82d2b434b0034cb,libfile_e7692dc1c4688191838d437c9aa4b7c6,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件11_警示清單11_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5456,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件19_警示列19_20260114-234823_TPE_v01.html,2026-07-24T17:43:33.477537Z,2026-07-24T17:43:36.970981Z,1520,text/html,file_000000002c5481f6b9bfb8f36394ae5c,libfile_39fbbddf7d6c8191ac99b90cf5447ca8,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件19_警示列19_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5457,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件12_新聞清單12_20260114-234823_TPE_v01.txt,2026-07-24T17:43:33.479960Z,2026-07-24T17:43:36.495298Z,1495,text/plain,file_00000000663481f6ac211f2045decfce,libfile_f2dd2fe820648191b1f5d2ac1f5ed75e,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件12_新聞清單12_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5458,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件09_指數清單09_20260114-234823_TPE_v01.txt,2026-07-24T17:43:33.487966Z,2026-07-24T17:43:35.331209Z,2116,text/plain,file_00000000af3481f6843854ce679037fd,libfile_c6f0475471b88191ba55a0e71c9ef0f5,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件09_指數清單09_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5459,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件10_匯率清單10_20260114-234823_TPE_v01.html,2026-07-24T17:43:33.497193Z,2026-07-24T17:43:35.823429Z,2101,text/html,file_00000000dfe881f6bc424928f2b0b394,libfile_5bec0dde26f08191ba96eef5a6148593,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件10_匯率清單10_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5460,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件18_匯率列18_20260114-234823_TPE_v01.txt,2026-07-24T17:43:33.500008Z,2026-07-24T17:43:35.715407Z,2096,text/plain,file_00000000d29081f6a71a8950e78f82cd,libfile_34e16d53122481918e04b0670261fe7a,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件18_匯率列18_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5461,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件16_版面清單16_20260114-234823_TPE_v01.html,2026-07-24T17:43:33.518429Z,2026-07-24T17:43:35.718777Z,1469,text/html,file_000000002dc081f68b4db04cd50ba0a0,libfile_715a47d0027081918b2dd9db8f1ef3ee,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件16_版面清單16_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5462,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件18_匯率列18_20260114-234823_TPE_v01.html,2026-07-24T17:43:33.520873Z,2026-07-24T17:43:35.346293Z,2096,text/html,file_0000000086ec81f6913891f7f81b1a88,libfile_b7ac9643322c8191b90edcb0cb98336b,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件18_匯率列18_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5463,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件14_控制清單14_20260114-234823_TPE_v01.txt,2026-07-24T17:43:33.523350Z,2026-07-24T17:43:35.755801Z,1470,text/plain,file_00000000330881f6a11a6ae5db78e160,libfile_ae93bd08ecfc819181cdd4511e49039e,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件14_控制清單14_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5464,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件15_圖表清單15_20260114-234823_TPE_v01.txt,2026-07-24T17:43:33.541514Z,2026-07-24T17:43:36.205681Z,2117,text/plain,file_00000000442881f692ca87ee04d2f5dd,libfile_0783a08ff8688191915f1d6e77e7b6e3,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件15_圖表清單15_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5465,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件24_版面列24_20260114-234823_TPE_v01.txt,2026-07-24T17:43:36.112494Z,2026-07-24T17:43:37.824684Z,1463,text/plain,file_00000000b59c822fa806e96ad882cf1a,libfile_ac58fc9ae6f08191a9a03794f04b90d6,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件24_版面列24_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5466,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件25_指數面板25_20260114-234823_TPE_v01.txt,2026-07-24T17:43:36.118412Z,2026-07-24T17:43:37.950212Z,2116,text/plain,file_00000000ec54822f8f049acb0a9b2903,libfile_705c67833e30819197f0ecc1ee4cbcef,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件25_指數面板25_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5467,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件26_匯率面板26_20260114-234823_TPE_v01.html,2026-07-24T17:43:36.122792Z,2026-07-24T17:43:38.150175Z,2102,text/html,file_000000001268822fa64bc0de76fdc202,libfile_e3347238311881919945eadde6654473,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件26_匯率面板26_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5468,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件29_狀態面板29_20260114-234823_TPE_v01.html,2026-07-24T17:43:36.133493Z,2026-07-24T17:43:38.034473Z,1527,text/html,file_000000000ed0822f852dfbd0359a95ac,libfile_60776fb9d6d48191844347477a716935,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件29_狀態面板29_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5469,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件19_警示列19_20260114-234823_TPE_v01.txt,2026-07-24T17:43:36.147223Z,2026-07-24T17:43:37.913050Z,1520,text/plain,file_000000006cdc822fa9dc7c26365a24c6,libfile_93854951e328819180e9ac432e600328,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件19_警示列19_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5470,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件26_匯率面板26_20260114-234823_TPE_v01.txt,2026-07-24T17:43:36.154456Z,2026-07-24T17:43:38.016120Z,2102,text/plain,file_0000000014c0822fa3fb014352d530df,libfile_7536aa4d96408191a3a8a91676c9d4ff,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件26_匯率面板26_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5471,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件20_新聞列20_20260114-234823_TPE_v01.txt,2026-07-24T17:43:36.158808Z,2026-07-24T17:43:37.550189Z,1488,text/plain,file_000000004e94822f900ae18477b8e9ed,libfile_7d7423901c308191b5bf66bf8827b87d,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件20_新聞列20_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5472,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件21_狀態列21_20260114-234823_TPE_v01.txt,2026-07-24T17:43:36.163050Z,2026-07-24T17:43:38.303760Z,1521,text/plain,file_00000000c040822fbda2a7ced6e1cd83,libfile_0ecd06e714dc819198a06dc16ae54373,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件21_狀態列21_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5473,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件24_版面列24_20260114-234823_TPE_v01.html,2026-07-24T17:43:36.169631Z,2026-07-24T17:43:38.288526Z,1463,text/html,file_0000000089d4822f966d78b20997e9a6,libfile_4efc2b43bb4481919ac61fcba6d9c52a,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件24_版面列24_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5474,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件22_控制列22_20260114-234823_TPE_v01.txt,2026-07-24T17:43:36.171905Z,2026-07-24T17:43:38.307241Z,1464,text/plain,file_00000000c240822f9b93de09caa704e4,libfile_1f13d2d46d508191a10b34625a642cc2,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件22_控制列22_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5475,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件23_圖表列23_20260114-234823_TPE_v01.html,2026-07-24T17:43:36.174218Z,2026-07-24T17:43:38.293171Z,2111,text/html,file_00000000b5dc822fa30eb7c496efc34d,libfile_3ebcdd8e144c81918d8e73f7b821031a,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件23_圖表列23_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5476,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件28_新聞面板28_20260114-234823_TPE_v01.html,2026-07-24T17:43:36.176624Z,2026-07-24T17:43:38.342304Z,1495,text/html,file_000000006760822fac5dce5d8c1291a0,libfile_0c35404b4f4c81919c55dfdde7d02825,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件28_新聞面板28_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5477,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件25_指數面板25_20260114-234823_TPE_v01.html,2026-07-24T17:43:36.184953Z,2026-07-24T17:43:37.962895Z,2116,text/html,file_000000009e30822fa24273de5d08601e,libfile_87604e6303a081918125e2522bac346d,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件25_指數面板25_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5478,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件23_圖表列23_20260114-234823_TPE_v01.txt,2026-07-24T17:43:36.187391Z,2026-07-24T17:43:38.145040Z,2111,text/plain,file_00000000370c822fbe8cfcc313a988bc,libfile_49ffc5300e648191bee24af74a594c64,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件23_圖表列23_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5479,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件22_控制列22_20260114-234823_TPE_v01.html,2026-07-24T17:43:36.197890Z,2026-07-24T17:43:38.274639Z,1464,text/html,file_000000007930822fafb694e2fb1c5956,libfile_2747da3fb7248191b2491ec729f65caf,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件22_控制列22_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5480,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件27_警示面板27_20260114-234823_TPE_v01.txt,2026-07-24T17:43:36.200117Z,2026-07-24T17:43:38.074313Z,1526,text/plain,file_000000008a74822fa8d736eda3cf422c,libfile_cb220f610604819193acde198488f52a,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件27_警示面板27_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5481,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件20_新聞列20_20260114-234823_TPE_v01.html,2026-07-24T17:43:36.202778Z,2026-07-24T17:43:38.142385Z,1488,text/html,file_000000003460822fa722827a637c53af,libfile_ff3c6914a1b88191b7ecd0d1356f5f77,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件20_新聞列20_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5482,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件28_新聞面板28_20260114-234823_TPE_v01.txt,2026-07-24T17:43:36.204969Z,2026-07-24T17:43:38.880312Z,1495,text/plain,file_0000000069b0822fb68a18115d27cdeb,libfile_c0658645b3488191b06ecf95503cc7d2,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件28_新聞面板28_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5483,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件27_警示面板27_20260114-234823_TPE_v01.html,2026-07-24T17:43:36.217326Z,2026-07-24T17:43:38.185595Z,1526,text/html,file_00000000dea4822fb193fde51bd35107,libfile_4349837a26588191a718bb6db29e2a2f,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件27_警示面板27_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5484,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件21_狀態列21_20260114-234823_TPE_v01.html,2026-07-24T17:43:36.229505Z,2026-07-24T17:43:38.350897Z,1521,text/html,file_00000000fde0822f815add7bd1b8c396,libfile_e7ddd3a775088191b7effabef62d2381,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件21_狀態列21_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5485,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件35_警示徽章35_20260114-234823_TPE_v01.html,2026-07-24T17:43:38.700384Z,2026-07-24T17:43:40.092143Z,1526,text/html,file_000000009f6081f588922e693f141497,libfile_7b5fd55962dc819183075b4345b8eb74,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件35_警示徽章35_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5486,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件31_圖表面板31_20260114-234823_TPE_v01.html,2026-07-24T17:43:38.721539Z,2026-07-24T17:43:40.104082Z,2117,text/html,file_000000003f5881f5b55659acd646c580,libfile_ae68ce6bc18c8191ad28c344737dbb2a,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件31_圖表面板31_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5487,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件36_新聞徽章36_20260114-234823_TPE_v01.txt,2026-07-24T17:43:38.725217Z,2026-07-24T17:43:40.381125Z,1495,text/plain,file_0000000066f481f5ada7d14b7322b8b5,libfile_d7fe9e1a6b048191a45ad39a55451fea,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件36_新聞徽章36_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5488,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件30_控制面板30_20260114-234823_TPE_v01.txt,2026-07-24T17:43:38.745283Z,2026-07-24T17:43:40.713901Z,1469,text/plain,file_00000000431481f582920524510f26e3,libfile_e44193ee96f8819195db5b49831ef1a9,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件30_控制面板30_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5489,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件29_狀態面板29_20260114-234823_TPE_v01.txt,2026-07-24T17:43:38.749394Z,2026-07-24T17:43:40.391249Z,1527,text/plain,file_00000000cccc81f5a6ec54b9413f0283,libfile_ea067d949e2481919671698a2613cb22,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件29_狀態面板29_20260114-234823_TPE_v01.txt,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5490,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件30_控制面板30_20260114-234823_TPE_v01.html,2026-07-24T17:43:38.753288Z,2026-07-24T17:43:40.530647Z,1469,text/html,file_00000000f22481f596100a05ed595814,libfile_4eededb223bc81918b778ea5e6273e0b,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件30_控制面板30_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
5491,VERIFIED_TRUE,ChatGPT Library model_generated,🧩零件34_匯率徽章34_20260114-234823_TPE_v01.html,2026-07-24T17:43:38.765749Z,2026-07-24T17:43:40.857808Z,2102,text/html,file_00000000cff8822f9598ded5dc174fe6,libfile_d2be5f60b38481919f37148f5645147e,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,/🧩零件庫/🧩零件34_匯率徽章34_20260114-234823_TPE_v01.html,true,VERIFIED_FALSE_PLATFORM_NOT_PROVIDED,PRESENT_AT_LIST_TIME,VERIFIED_FALSE_INITIATING_CONVERSATION_NOT_PROVIDED
